,Glucose,Ethanol,Acetate,Maltose
YOR043W,0.02795,0.01041,0.00765,0.01116
YOR044W,0.02853,0.00944,0.00691,0.01257
YOR045W,0.40519,0.18544,0.18757,0.20340
YOR046C,0.16559,0.06131,0.05477,0.06976
YOR047C,0.00805,0.00240,0.00230,0.00321
YOR048C,0.01562,0.00700,0.00455,0.00544
YOR049C,0.00050,0.00014,0.00055,0.00019
YOR050C,0.00211,0.00079,0.00076,0.00065
YOR051C,0.02078,0.00423,0.00388,0.00675
YOR008C-A,0.00023,0.00002,0.00004,0.00002
YOR009W,0.02715,0.00664,0.00424,0.01037
YOR010C,0.04293,0.01050,0.01116,0.02019
YOR011W,0.00940,0.00743,0.00589,0.00362
YOR012W,0.00488,0.00187,0.00185,0.00209
YOR013W,0.01650,0.00724,0.00635,0.00704
YOR014W,0.00774,0.00293,0.00186,0.00336
YOR015W,0.05462,0.02902,0.02688,0.02016
YOR016C,0.01802,0.00603,0.00685,0.00774
YOR017W,0.03235,0.01042,0.00996,0.01254
YOR018W,0.01491,0.00444,0.00460,0.00642
YOR019W,0.00999,0.00297,0.00210,0.00537
YOR020C,0.39506,0.15749,0.14426,0.18443
YOR021C,0.08477,0.02419,0.02664,0.03895
YOR022C,0.00299,0.00220,0.00186,0.00135
YOR023C,0.01367,0.00864,0.00596,0.00558
YOR024W,0.00119,0.00069,0.00064,0.00103
YOR025W,0.00540,0.00147,0.00101,0.00154
YOR026W,0.01380,0.00504,0.00438,0.00597
YOR027W,0.31826,0.12527,0.09336,0.19248
YOR028C,0.01437,0.00204,0.00235,0.00740
YOL015W,0.00212,0.00020,0.00026,0.00067
YOL014W,0.00175,0.00088,0.00082,0.00054
YOL013C,0.02640,0.01062,0.00805,0.01012
YOL012C,0.07346,0.02062,0.01742,0.02630
YOL011W,0.03839,0.01520,0.01008,0.01460
YOL010W,0.02681,0.00662,0.00822,0.01153
YOL009C,0.01733,0.00540,0.00468,0.00597
YOL008W,0.01409,0.00469,0.00388,0.00477
YOL007C,0.00744,0.00230,0.00231,0.00209
YOL006C,0.02920,0.00835,0.00737,0.00780
YOL005C,0.07158,0.02310,0.01840,0.02365
YOL004W,0.01088,0.00447,0.00461,0.00372
YOL003C,0.02728,0.01114,0.00880,0.00814
YOL002C,0.06614,0.02364,0.02293,0.02739
YOL001W,0.01395,0.00656,0.00602,0.00468
YOR001W,0.00630,0.00344,0.00225,0.00275
YOR002W,0.04099,0.01932,0.01809,0.01627
YOR003W,0.02047,0.00660,0.00786,0.00917
YOR004W,0.08348,0.02258,0.02380,0.03773
YOR005C,0.01115,0.00453,0.00369,0.00491
YOR006C,0.00536,0.00216,0.00229,0.00274
YOR007C,0.26218,0.09719,0.07379,0.12285
YOR008C,0.06601,0.01746,0.01357,0.03531
YOL037C,0.00055,0.00015,0.00017,0.00012
YOL036W,0.04638,0.01863,0.01476,0.01539
YOL035C,0.00331,0.00218,0.00185,0.00086
YOL034W,0.00484,0.00232,0.00194,0.00133
YOL033W,0.01358,0.00502,0.00396,0.00495
YOL032W,0.03283,0.00891,0.00758,0.01327
YOL031C,0.02903,0.01632,0.01456,0.01282
YOL030W,0.20616,0.11847,0.11385,0.11071
YOL029C,0.03401,0.01631,0.01470,0.01344
YOL028C,0.00563,0.00165,0.00107,0.00185
YOL027C,0.05385,0.02718,0.01811,0.02499
YOL026C,0.19847,0.08143,0.06255,0.08258
YOL025W,0.01305,0.00772,0.00678,0.00478
YOL024W,0.00151,0.00109,0.00098,0.00084
YOL023W,0.01080,0.00423,0.00359,0.00368
YOL022C,0.04777,0.01443,0.01569,0.02202
YOL021C,0.02481,0.00823,0.00711,0.00758
YOL020W,0.01239,0.00566,0.00453,0.00414
YOL019W,0.02496,0.00933,0.00782,0.00832
YOL018C,0.01193,0.00386,0.00352,0.00444
YOL017W,0.00319,0.00120,0.00121,0.00106
YOL016C,0.02384,0.00451,0.00400,0.01141
YOL059W,0.05584,0.01125,0.00860,0.02903
YOL058W,0.34249,0.15575,0.06766,0.24420
YOL057W,0.00474,0.00152,0.00140,0.00118
YOL056W,0.00900,0.00296,0.00278,0.00461
YOL055C,0.02152,0.00919,0.00786,0.00927
YOL054W,0.03442,0.01304,0.00996,0.01439
YOL053W,0.04944,0.01915,0.01857,0.01757
YOL053C-A,0.78210,0.52219,0.35958,0.68797
YOL052C,0.05388,0.01337,0.01293,0.01579
YOL051W,0.04929,0.02463,0.01937,0.02217
YOL050C,0.00297,0.00237,0.00263,0.00160
YOL049W,0.04809,0.01630,0.01907,0.01807
YOL048C,0.03124,0.01655,0.01548,0.01370
YOL047C,0.00187,0.00090,0.00071,0.00060
YOL046C,0.00013,0.00025,0.00049,0.00020
YOL045W,0.01256,0.00727,0.00549,0.00446
YOL044W,0.03051,0.01525,0.01314,0.01254
YOL043C,0.03229,0.01224,0.01054,0.01460
YOL042W,0.01576,0.00468,0.00400,0.00428
YOL041C,0.00753,0.00199,0.00240,0.00266
YOL040C,0.54077,0.19350,0.17625,0.29871
YOL039W,0.48662,0.12948,0.12274,0.21061
YOL038W,0.43525,0.10707,0.09978,0.17755
YOL083W,0.15835,0.05888,0.04491,0.07632
YOL082W,0.06801,0.02636,0.02237,0.03095
YOL081W,0.03015,0.01270,0.01010,0.01256
YOL080C,0.01885,0.00487,0.00506,0.00762
YOL079W,0.00015,0.00010,0.00021,0.00027
YOL078W,0.00842,0.00225,0.00219,0.00238
YOL077C,0.05770,0.01901,0.02060,0.02451
YOL076W,0.00406,0.00190,0.00161,0.00167
YOL075C,0.01127,0.00355,0.00362,0.00357
YOL073C,0.05421,0.02025,0.01476,0.01780
YOL072W,0.03011,0.00887,0.00634,0.01077
YOL071W,0.04615,0.01442,0.01328,0.01994
YOL070C,0.01809,0.00591,0.00530,0.00792
YOL069W,0.00205,0.00058,0.00108,0.00060
YOL068C,0.09745,0.05524,0.04571,0.05080
YOL067C,0.00339,0.00110,0.00037,0.00105
YOL066C,0.03760,0.01515,0.01110,0.01407
YOL065C,0.02323,0.00946,0.00769,0.00883
YOL064C,0.10853,0.03928,0.02965,0.06224
YOL063C,0.01998,0.00970,0.00681,0.00497
YOL062C,0.02181,0.00957,0.00846,0.00913
YOL061W,0.06440,0.02116,0.01841,0.03032
YOL060C,0.03926,0.01458,0.01148,0.01371
YOL105C,0.01638,0.00666,0.00563,0.00538
YOL104C,0.00058,0.00029,0.00021,0.00021
YOL103W,0.04483,0.01365,0.01488,0.01761
YOL102C,0.03183,0.00943,0.01053,0.01094
YOL101C,0.03822,0.01075,0.00826,0.01053
YOL100W,0.02247,0.00845,0.00794,0.00808
YOL099C,0.00250,0.00256,0.00266,0.00166
YOL098C,0.05949,0.01596,0.01410,0.02480
YOL097C,0.12375,0.02896,0.02778,0.06162
YOL096C,0.03365,0.00790,0.00729,0.01044
YOL095C,0.00710,0.00283,0.00251,0.00192
YOL094C,0.00821,0.00369,0.00360,0.00303
YOL093W,0.01453,0.00570,0.00464,0.00518
YOL092W,0.04030,0.02249,0.01973,0.01760
YOL091W,0.00342,0.00140,0.00152,0.00104
YOL090W,0.00603,0.00263,0.00220,0.00199
YOL089C,0.02560,0.01017,0.00957,0.01107
YOL088C,0.07761,0.02153,0.01901,0.03152
YOL087C,0.02453,0.00659,0.00583,0.01114
YOL086C,0.68867,0.21064,0.13709,0.40837
YOL085C,0.00024,0.00006,0.00031,0.00055
YOL084W,0.01443,0.00805,0.00340,0.00895
YOL129W,0.17514,0.06038,0.05368,0.09026
YOL128C,0.01080,0.00452,0.00473,0.00492
YOL127W,0.42926,0.13779,0.13154,0.21605
YOL126C,0.19461,0.40125,0.31333,0.09391
YOL125W,0.00621,0.00821,0.00541,0.00172
YOL124C,0.03402,0.00755,0.00955,0.01530
YOL123W,0.08650,0.03886,0.02742,0.04343
YOL122C,0.03192,0.01249,0.01150,0.00927
YOL120C,0.49899,0.13223,0.12707,0.25460
YOL119C,0.01973,0.00841,0.00516,0.01055
YOL118C,0.00104,0.00066,0.00092,0.00053
YOL117W,0.01451,0.00718,0.00549,0.00534
YOL116W,0.02398,0.00545,0.00413,0.00622
YOL115W,0.00636,0.00374,0.00249,0.00257
YOL114C,0.00511,0.00250,0.00236,0.00152
YOL113W,0.03447,0.01644,0.01227,0.01650
YOL112W,0.02843,0.00760,0.00729,0.00963
YOL111C,0.06845,0.02923,0.01758,0.03103
YOL110W,0.10659,0.04211,0.02536,0.05294
YOL109W,0.54258,0.31747,0.27585,0.34150
YOL108C,0.02000,0.00700,0.00608,0.00874
YOL107W,0.01869,0.00568,0.00437,0.00482
YOL106W,0.02690,0.01154,0.01029,0.00710
YOL151W,0.05387,0.01574,0.01008,0.03647
YOL150C,0.00248,0.00224,0.00215,0.00373
YOL149W,0.01504,0.00558,0.00520,0.00613
YOL148C,0.02342,0.00923,0.00721,0.00993
YOL147C,0.27444,0.13364,0.10312,0.10354
YOL146W,0.02392,0.01057,0.01119,0.00771
YOL145C,0.00948,0.00281,0.00222,0.00294
YOL144W,0.01301,0.00408,0.00483,0.00496
YOL143C,0.14094,0.04386,0.03757,0.06078
YOL142W,0.06274,0.01410,0.01232,0.02377
YOL141W,0.00119,0.00050,0.00023,0.00063
YOL140W,0.02941,0.00860,0.00472,0.01303
YOL139C,0.20810,0.06318,0.06697,0.09763
YOL138C,0.01137,0.00525,0.00384,0.00307
YOL137W,0.00789,0.00186,0.00221,0.00218
YOL136C,0.00414,0.00070,0.00068,0.00103
YOL135C,0.02243,0.01049,0.00915,0.00775
YOL134C,0.00160,0.00073,0.00127,0.00112
YOL133W,0.07910,0.01992,0.01825,0.03446
YOL132W,0.00457,0.00317,0.00239,0.00217
YOL131W,0.00190,0.00058,0.00056,0.00105
YOL130W,0.04402,0.01412,0.01396,0.02320
SNR19,0.00152,0.00097,0.00093,0.00132
SNR66,0.00181,0.00067,0.00060,0.00095
YOL166C,0.00069,0.00004,0.00024,0.00028
YOL165C,0.00144,0.00105,0.00161,0.00027
YOL164W,0.00696,0.00650,0.00547,0.00280
YOL163W,0.00298,0.00173,0.00185,0.00103
YOL162W,0.00371,0.00436,0.00674,0.00207
YOL161C,0.01592,0.00340,0.00330,0.00552
YOL160W,0.00019,0.00004,0.00028,0.00012
YOL159C,0.01521,0.00593,0.00605,0.00586
YOL158C,0.05608,0.02481,0.04709,0.03452
YOL155C,0.26254,0.15765,0.04163,0.26392
YOL154W,0.04358,0.03497,0.03172,0.02628
YOL153C,0.00857,0.00219,0.00164,0.00433
YOL152W,0.00642,0.00308,0.00376,0.00227
YNR064C,0.00296,0.00245,0.00189,0.00087
YNR065C,0.02616,0.01402,0.01222,0.01263
YNR066C,0.00064,0.00063,0.00010,0.00029
YNR067C,0.02974,0.01459,0.01244,0.01459
YNR068C,0.01650,0.00524,0.00381,0.00996
YNR069C,0.00145,0.00060,0.00023,0.00081
YNR070W,0.00053,0.00022,0.00006,0.00005
YNR071C,0.00059,0.00008,0.00016,0.00028
YNR073C,0.00557,0.00117,0.00127,0.00194
YNR074C,0.00097,0.00057,0.00018,0.00052
YNR076W,0.01728,0.00481,0.00444,0.00600
YNR032C-A,0.02342,0.01561,0.01585,0.01414
YNR034w-a,0.22516,0.05033,0.03362,0.19511
YNL239W,0.06298,0.02229,0.02068,0.02593
YNR042W,0.00290,0.00124,0.00184,0.00196
YNR043W,0.12131,0.04585,0.03738,0.05320
YNR044W,0.02277,0.00998,0.00860,0.00739
YNR045W,0.03130,0.01163,0.00966,0.01077
YNR046W,0.10800,0.04353,0.04085,0.03651
YNR047W,0.00266,0.00107,0.00133,0.00110
YNR048W,0.01675,0.00588,0.00597,0.00658
YNR049C,0.08522,0.02303,0.01813,0.03384
YNR050C,0.10195,0.02365,0.02271,0.05358
YNR051C,0.01240,0.00319,0.00325,0.00670
YNR052C,0.09623,0.03534,0.03193,0.03394
YNR053C,0.04701,0.01503,0.01196,0.02009
YNR054C,0.01910,0.00748,0.00511,0.00598
YNR055C,0.05110,0.01591,0.01307,0.01667
YNR056C,0.02039,0.01413,0.00948,0.00965
YNR057C,0.03821,0.01602,0.01348,0.01327
YNR058W,0.03030,0.01191,0.00903,0.01561
YNR059W,0.00442,0.00188,0.00197,0.00205
YNR060W,0.01591,0.00674,0.00281,0.00432
YNR061C,0.01495,0.00462,0.00476,0.00696
YNR062C,0.00108,0.00111,0.00075,0.00066
YNR063W,0.00050,0.00041,0.00050,0.00022
YNR020C,0.02759,0.00957,0.01121,0.01136
YNR021W,0.04872,0.01723,0.01550,0.01880
YNR022C,0.01558,0.00456,0.00440,0.00530
YNR023W,0.01323,0.00559,0.00509,0.00396
YNR024W,0.02279,0.00767,0.00719,0.00878
YNR025C,0.00492,0.00233,0.00239,0.00260
YNR026C,0.01338,0.00355,0.00297,0.00463
YNR027W,0.02866,0.00637,0.00455,0.00645
YNR028W,0.02333,0.00874,0.00871,0.00716
YNR029C,0.03809,0.00794,0.00708,0.01104
YNR030W,0.02635,0.00614,0.00557,0.00792
YNR031C,0.03243,0.01218,0.01035,0.01313
YNR032W,0.04938,0.01910,0.01917,0.02359
YNR033W,0.03845,0.01538,0.01220,0.01652
YNR034W,0.01195,0.00364,0.00271,0.00502
YNR035C,0.05617,0.01602,0.01515,0.02985
YNR036C,0.21312,0.06465,0.05139,0.10046
YNR037C,0.07117,0.02816,0.02405,0.03233
YNR038W,0.02794,0.01060,0.01095,0.01010
YNR039C,0.02940,0.01521,0.00971,0.00959
YNR040W,0.02093,0.00900,0.00898,0.00793
YNR041C,0.04643,0.01509,0.01476,0.01368
YNL004W,0.05274,0.01639,0.01433,0.01987
YNL003C,0.02588,0.00676,0.00636,0.01009
YNL002C,0.05028,0.01940,0.01795,0.02455
YNL001W,0.01517,0.00399,0.00512,0.00468
YNR001C,0.53321,0.28610,0.28812,0.27849
YNR002C,0.43587,0.16751,0.12824,0.19055
YNR003C,0.01765,0.00588,0.00573,0.00691
YNR004W,0.00105,0.00009,0.00020,0.00008
YNR005C,0.00057,0.00023,0.00032,0.00031
YNR006W,0.04289,0.01138,0.00964,0.02398
YNR007C,0.02753,0.00625,0.00472,0.01223
YNR008W,0.00961,0.00457,0.00317,0.00365
YNR009W,0.01957,0.00460,0.00300,0.00729
YNR010W,0.01586,0.00593,0.00623,0.00713
YNR011C,0.00422,0.00128,0.00094,0.00112
YNR012W,0.00990,0.00319,0.00380,0.00422
YNR013C,0.02396,0.00993,0.00754,0.00715
YNR014W,0.00375,0.00055,0.00079,0.00149
YNR015W,0.02702,0.00997,0.00798,0.00914
YNR016C,0.64908,0.23279,0.15445,0.32952
YNR017W,0.12473,0.03526,0.02149,0.04757
YNR018W,0.21026,0.08014,0.06131,0.08918
YNR019W,0.00190,0.00109,0.00120,0.00090
YNL027W,0.02661,0.01074,0.00990,0.00977
YNL026W,0.07652,0.03194,0.03203,0.03795
YNL025C,0.00463,0.00120,0.00123,0.00183
YNL024C,0.00208,0.00058,0.00070,0.00125
YNL023C,0.01625,0.00817,0.00645,0.00574
YNL022C,0.02181,0.00692,0.00685,0.00824
YNL021W,0.00657,0.00188,0.00225,0.00237
YNL020C,0.00366,0.00153,0.00137,0.00152
YNL017C,0.00141,0.00120,0.00067,0.00184
YNL016W,0.06922,0.01833,0.01591,0.03112
YNL015W,0.36540,0.16691,0.13210,0.19856
YNL014W,0.03027,0.02072,0.00852,0.02285
YNL013C,0.00414,0.00307,0.00188,0.00225
YNL012W,0.00875,0.00306,0.00327,0.00365
YNL011C,0.01064,0.00452,0.00432,0.00426
YNL010W,0.09190,0.02897,0.02632,0.03358
YNL009W,0.04703,0.01439,0.01094,0.01766
YNL008C,0.03486,0.02419,0.02028,0.01414
YNL007C,0.42158,0.15849,0.11533,0.19056
YNL006W,0.08176,0.02532,0.02592,0.03631
YNL005C,0.05792,0.01880,0.01771,0.02123
YNL051W,0.01863,0.00766,0.00553,0.00522
YNL050C,0.01854,0.00866,0.00646,0.00975
YNL049C,0.00770,0.00309,0.00362,0.00293
YNL048W,0.08922,0.03892,0.03148,0.04163
YNL047C,0.01820,0.00805,0.00674,0.00591
YNL046W,0.05067,0.02743,0.02086,0.02334
YNL045W,0.03969,0.02249,0.01884,0.01332
YNL043C,0.00762,0.00465,0.00531,0.00371
YNL042W,0.00328,0.00163,0.00142,0.00090
YNL041C,0.00833,0.00412,0.00402,0.00268
YNL040W,0.02030,0.00832,0.00834,0.00977
YNL039W,0.02007,0.00525,0.00569,0.00494
YNL038W,0.00816,0.00268,0.00324,0.00286
YNL037C,0.14199,0.09433,0.11239,0.06456
YNL036W,0.45265,0.14792,0.09117,0.25265
YNL035C,0.01083,0.00375,0.00360,0.00442
YNL034W,0.00483,0.00070,0.00043,0.00119
YNL033W,0.00108,0.00045,0.00054,0.00083
YNL032W,0.08904,0.02638,0.02803,0.03910
YNL031C,0.84881,0.39467,0.35624,0.46700
YNL030W,0.29557,0.09778,0.09431,0.14960
YNL029C,0.02515,0.00829,0.00864,0.00844
YNL028W,0.00028,0.00022,0.00005,0.00010
YNL073W,0.02887,0.01505,0.01228,0.01428
YNL072W,0.02556,0.00931,0.00538,0.00697
YNL071W,0.34087,0.11453,0.08285,0.15542
YNL070W,0.08039,0.02902,0.03006,0.02729
YNL069C,0.43273,0.21242,0.19810,0.32152
YNL068C,0.01120,0.00383,0.00314,0.00447
YNL067W,0.20762,0.05350,0.06046,0.11524
YNL066W,0.06121,0.02284,0.01428,0.02502
YNL065W,0.00168,0.00027,0.00042,0.00069
YNL064C,0.36614,0.09145,0.07853,0.22882
YNL063W,0.03207,0.01080,0.00869,0.01104
YNL062C,0.02496,0.00949,0.01015,0.00800
YNL061W,0.03317,0.01113,0.00982,0.00835
YNL059C,0.01327,0.00502,0.00438,0.00411
YNL058C,0.01683,0.00827,0.00621,0.00609
YNL057W,0.00429,0.00216,0.00246,0.00190
YNL056W,0.05462,0.01429,0.01494,0.02140
YNL055C,0.51433,0.29749,0.24911,0.31799
YNL054W,0.03292,0.01254,0.00962,0.01345
YNL053W,0.01343,0.00606,0.00441,0.00605
YNL052W,0.31447,0.09828,0.08154,0.16521
YNL096C,0.19394,0.05658,0.05313,0.08849
YNL095C,0.01021,0.00415,0.00360,0.00456
YNL094W,0.01199,0.00631,0.00434,0.00510
YNL093W,0.00210,0.00078,0.00047,0.00107
YNL092W,0.00489,0.00200,0.00141,0.00227
YNL091W,0.01780,0.00717,0.00726,0.00557
YNL090W,0.04372,0.01013,0.01098,0.01617
YNL089C,0.00062,0.00041,0.00089,0.00048
YNL088W,0.02328,0.00935,0.00896,0.00805
YNL087W,0.02356,0.01019,0.00824,0.00967
YNL086W,0.03704,0.01338,0.01160,0.01329
YNL085W,0.03289,0.01342,0.01151,0.00994
YNL084C,0.03626,0.01257,0.01015,0.01467
YNL083W,0.02890,0.00822,0.00746,0.01078
YNL082W,0.00775,0.00240,0.00272,0.00203
YNL081C,0.06165,0.01886,0.01847,0.02293
YNL080C,0.03640,0.01216,0.00943,0.01069
YNL079C,0.17355,0.05338,0.04897,0.08455
YNL078W,0.02508,0.01384,0.00943,0.01080
YNL077W,0.01369,0.00400,0.00294,0.00600
YNL076W,0.01210,0.00594,0.00467,0.00380
YNL075W,0.03954,0.00987,0.00959,0.01758
YNL074C,0.00916,0.00485,0.00404,0.00341
YNL117W,0.10269,0.34130,0.27862,0.04160
YNL116W,0.01345,0.00711,0.00503,0.00423
YNL115C,0.03817,0.00858,0.00724,0.01615
YNL114C,0.00777,0.00384,0.00499,0.00477
YNL113W,0.13809,0.03860,0.04117,0.06020
YNL112W,0.08044,0.01827,0.01927,0.02544
YNL111C,0.14638,0.03201,0.02929,0.06554
YNL110C,0.06423,0.01475,0.01401,0.02595
YNL109W,0.00216,0.00089,0.00098,0.00103
YNL108C,0.00602,0.00338,0.00263,0.00349
YNL107W,0.02324,0.00869,0.00688,0.01246
YNL106C,0.00667,0.00388,0.00300,0.00205
YNL105W,0.00062,0.00053,0.00033,0.00025
YNL104C,0.46364,0.33725,0.25267,0.31659
YNL103W,0.04055,0.01781,0.01386,0.01569
YNL102W,0.04349,0.01425,0.01235,0.01186
YNL101W,0.05357,0.01852,0.01810,0.01987
YNL100W,0.16294,0.04244,0.04824,0.07914
YNL099C,0.09149,0.02493,0.02405,0.03491
YNL098C,0.17987,0.05087,0.04017,0.09041
YNL097C,0.05122,0.01143,0.00856,0.01489
YNL140C,0.01504,0.00543,0.00377,0.00461
YNL138W,0.11168,0.05047,0.03726,0.03399
YNL137C,0.05029,0.02064,0.01596,0.01839
YNL136W,0.03014,0.01096,0.01048,0.01184
YNL135C,0.52776,0.26736,0.25333,0.33993
YNL134C,0.04518,0.01648,0.00893,0.03593
YNL133C,0.05310,0.01918,0.01660,0.01818
YNL132W,0.00355,0.00112,0.00130,0.00116
YNL131W,0.12524,0.03366,0.03054,0.05137
YNL130C,0.22031,0.09780,0.08635,0.09140
YNL129W,0.01686,0.00541,0.00542,0.00784
YNL128W,0.00616,0.00271,0.00198,0.00262
YNL127W,0.01558,0.00579,0.00412,0.00513
YNL126W,0.00251,0.00123,0.00113,0.00077
YNL125C,0.07349,0.02532,0.01871,0.02826
YNL124W,0.04069,0.01924,0.01906,0.01780
YNL123W,0.03201,0.01109,0.00971,0.01277
YNL122C,0.01102,0.00378,0.00484,0.00420
YNL121C,0.05160,0.01834,0.01652,0.01922
YNL120C,0.00066,0.00007,0.00029,0.00005
YNL119W,0.01861,0.00585,0.00586,0.00649
YNL118C,0.01222,0.00613,0.00525,0.00410
YNL163C,0.01416,0.00462,0.00443,0.00571
YNL162W,0.35270,0.12029,0.12678,0.21430
YNL161W,0.03280,0.01200,0.00989,0.01375
YNL160W,0.36402,0.10791,0.05649,0.32982
YNL159C,0.01148,0.00394,0.00307,0.00440
YNL158W,0.01822,0.00375,0.00303,0.00784
YNL157W,0.23364,0.08130,0.06886,0.18754
YNL156C,0.16250,0.05603,0.05429,0.09021
YNL155W,0.00423,0.00193,0.00202,0.00130
YNL154C,0.03623,0.00885,0.00817,0.01131
YNL153C,0.04497,0.01386,0.01330,0.01558
YNL152W,0.01025,0.00460,0.00407,0.00349
YNL151C,0.02085,0.00431,0.00479,0.00868
YNL150W,0.01234,0.00839,0.01030,0.00655
YNL149C,0.05028,0.01348,0.01417,0.02397
YNL148C,0.00755,0.00198,0.00149,0.00294
YNL147W,0.03733,0.01711,0.01809,0.01343
YNL146W,0.00345,0.00174,0.00171,0.00137
YNL145W,0.33143,0.25873,0.23390,0.24292
YNL144C,0.00779,0.00203,0.00149,0.00239
YNL143C,0.00196,0.00070,0.00116,0.00043
YNL142W,0.11347,0.11562,0.06770,0.04022
YNL141W,0.03562,0.00883,0.00899,0.01279
YNL186W,0.14304,0.07734,0.07428,0.07357
YNL185C,0.03428,0.01095,0.00815,0.00969
YNL184C,0.00852,0.00182,0.00160,0.00233
YNL183C,0.06714,0.03366,0.02463,0.03473
YNL182C,0.01384,0.00445,0.00475,0.00411
YNL181W,0.01710,0.00657,0.00690,0.00540
YNL179C,0.00203,0.00051,0.00039,0.00120
YNL178W,0.86690,0.41855,0.36788,0.56169
YNL177C,0.01529,0.00581,0.00490,0.00590
YNL176C,0.03884,0.01243,0.01168,0.01342
YNL175C,0.04941,0.01449,0.01280,0.01977
YNL174W,0.00630,0.00235,0.00296,0.00272
YNL173C,0.03897,0.02083,0.01489,0.01441
YNL172W,0.02233,0.00827,0.00635,0.00859
YNL171C,0.00193,0.00145,0.00166,0.00165
YNL170W,0.00504,0.00249,0.00320,0.00172
YNL169C,0.10161,0.03529,0.03537,0.03540
YNL168C,0.04882,0.01579,0.01216,0.02052
YNL167C,0.01239,0.00505,0.00414,0.00370
YNL166C,0.01190,0.00341,0.00372,0.00441
YNL165W,0.02975,0.01351,0.01276,0.01202
YNL164C,0.02581,0.00834,0.00843,0.00988
YNL208W,0.74363,0.21387,0.15470,0.39971
YNL207W,0.03107,0.00978,0.00936,0.01109
YNL206C,0.01591,0.00619,0.00743,0.00635
YNL205C,0.00078,0.00055,0.00036,0.00032
YNL204C,0.00236,0.00098,0.00079,0.00069
YNL203C,0.00412,0.00136,0.00194,0.00172
YNL202W,0.28293,0.09142,0.07268,0.11056
YNL201C,0.00900,0.00244,0.00247,0.00195
YNL200C,0.04993,0.01586,0.01338,0.02651
YNL199C,0.02451,0.00732,0.00506,0.00941
YNL198C,0.00082,0.00032,0.00024,0.00057
YNL197C,0.00480,0.00155,0.00129,0.00182
YNL196C,0.00101,0.00011,0.00053,0.00055
YNL195C,0.10283,0.03798,0.01986,0.07888
YNL194C,0.05465,0.02560,0.01370,0.03894
YNL193W,0.01001,0.00597,0.00536,0.00460
YNL192W,0.03008,0.01085,0.01111,0.01342
YNL191W,0.01790,0.00714,0.00798,0.00897
YNL190W,0.21893,0.06214,0.05592,0.13528
YNL189W,0.03004,0.01238,0.01180,0.01091
YNL188W,0.01302,0.00372,0.00313,0.00362
YNL187W,0.00361,0.00148,0.00097,0.00150
YNL230C,0.01402,0.00424,0.00286,0.00437
YNL229C,0.04106,0.01090,0.00986,0.01805
YNL227C,0.00780,0.00307,0.00368,0.00260
YNL228W,0.00145,0.00062,0.00069,0.00025
YNL226W,0.00112,0.00015,0.00016,0.00032
YNL225C,0.01084,0.00583,0.00511,0.00277
YNL224C,0.00337,0.00139,0.00108,0.00122
YNL223W,0.00309,0.00145,0.00161,0.00105
YNL222W,0.02455,0.00911,0.00954,0.00852
YNL221C,0.03494,0.01536,0.01277,0.01170
YNL220W,0.16781,0.06796,0.06286,0.09110
YNL219C,0.07817,0.02113,0.02155,0.04242
YNL218W,0.00408,0.00146,0.00117,0.00174
YNL217W,0.03414,0.00882,0.00849,0.01425
YNL216W,0.02376,0.00930,0.00990,0.00701
YNL215W,0.01924,0.00650,0.00633,0.00685
YNL214W,0.01036,0.00422,0.00320,0.00375
YNL213C,0.01780,0.00600,0.00552,0.00463
YNL212W,0.04321,0.01266,0.01022,0.01637
YNL211C,0.02356,0.01000,0.01049,0.00939
YNL210W,0.00065,0.00039,0.00040,0.00042
YNL209W,0.47104,0.14661,0.14138,0.24927
YNL254C,0.00279,0.00104,0.00082,0.00167
YNL253W,0.01017,0.00354,0.00294,0.00408
YNL252C,0.06739,0.02035,0.01829,0.02049
YNL251C,0.02102,0.01003,0.00697,0.00942
YNL250W,0.00893,0.00344,0.00288,0.00338
YNL249C,0.00318,0.00126,0.00110,0.00115
YNL248C,0.04196,0.01350,0.01201,0.01509
YNL247W,0.01554,0.00527,0.00510,0.00505
YNL246W,0.04468,0.00814,0.00710,0.01522
YNL245C,0.00513,0.00232,0.00145,0.00200
YNL244C,0.12390,0.04485,0.04305,0.06375
YNL243W,0.09902,0.04359,0.03828,0.04632
YNL242W,0.01094,0.00479,0.00314,0.00230
YNL241C,0.10750,0.02561,0.01294,0.04299
YNL240C,0.04521,0.01395,0.00786,0.01251
YNL238W,0.01941,0.00594,0.00452,0.00682
YNL237W,0.02908,0.01114,0.01011,0.00808
YNL236W,0.02538,0.01342,0.01264,0.01060
YNL235C,0.00346,0.00269,0.00235,0.00153
YNL234W,0.00201,0.00043,0.00051,0.00046
YNL233W,0.02743,0.01137,0.00929,0.00773
YNL232W,0.06077,0.02810,0.02749,0.02436
YNL231C,0.06032,0.01354,0.01425,0.01823
YNL276C,0.00373,0.00196,0.00298,0.00148
YNL275W,0.00933,0.00416,0.00349,0.00287
YNL274C,0.08150,0.02540,0.01339,0.04109
YNL273W,0.01471,0.00651,0.00620,0.00457
YNL272C,0.00803,0.00259,0.00180,0.00284
YNL271C,0.03002,0.00817,0.00622,0.01061
YNL270C,0.01159,0.00560,0.00525,0.00469
YNL269W,0.00360,0.00120,0.00083,0.00104
YNL268W,0.07673,0.02308,0.01869,0.02514
YNL267W,0.02165,0.00908,0.00829,0.00742
