,MA_020,MA_023,MA_027,MA_030,MA_032,MA_034
YPL066W,0.00022,0.00015,0.00020,0.00031,0.00030,0.00030
YPL067C,0.00011,0.00018,0.00015,0.00019,0.00020,0.00013
YPL068C,0.00002,0.00002,0.00002,0.00003,0.00002,0.00006
YPL069C,0.00069,0.00022,0.00085,0.00067,0.00070,0.00061
YPL070W,0.00047,0.00024,0.00075,0.00072,0.00080,0.00074
YPL071C,0.00036,0.00012,0.00078,0.00048,0.00056,0.00050
YPL072W,0.00056,0.00010,0.00098,0.00061,0.00068,0.00063
YPL073C,0.00758,0.00332,0.00840,0.00607,0.00570,0.00631
YPL074W,0.00002,0.00002,0.00003,0.00003,0.00004,0.00002
YPL075W,0.00006,0.00006,0.00009,0.00012,0.00014,0.00012
YPL076W,0.00032,0.00009,0.00016,0.00018,0.00018,0.00015
YPL077C,0.00002,0.00004,0.00004,0.00006,0.00008,0.00006
YPL078C,0.00005,0.00001,0.00005,0.00004,0.00006,0.00004
YPL079W,0.00003,0.00003,0.00006,0.00005,0.00007,0.00005
YPL080C,0.00502,0.00171,0.00872,0.00879,0.00964,0.00821
YPL081W,0.00003,0.00002,0.00000,0.00001,0.00001,0.00001
YPL082C,0.00002,0.00002,0.00004,0.00003,0.00002,0.00002
YPL083C,0.00017,0.00007,0.00018,0.00014,0.00019,0.00017
YPL084W,0.00233,0.00202,0.00286,0.00252,0.00234,0.00252
YPL086C,0.00000,0.00000,0.00001,0.00001,0.00001,0.00001
YPL087W,0.00000,0.00001,0.00000,0.00001,0.00001,0.00000
YPL088W,0.00002,0.00002,0.00006,0.00003,0.00005,0.00002
YPL089C,0.00020,0.00016,0.00010,0.00022,0.00025,0.00030
YPL091W,0.00006,0.00007,0.00007,0.00009,0.00014,0.00009
YPL092W,0.00011,0.00008,0.00016,0.00026,0.00020,0.00022
YPL093W,0.00058,0.00045,0.00017,0.00015,0.00010,0.00016
YPL094C,0.00003,0.00003,0.00003,0.00002,0.00003,0.00003
YPL095C,0.00214,0.00196,0.00217,0.00073,0.00065,0.00061
YPL096C-A,0.00018,0.00008,0.00087,0.00076,0.00094,0.00083
YPL096W,0.00011,0.00009,0.00018,0.00039,0.00120,0.00171
YPL097W,0.00065,0.00039,0.00123,0.00146,0.00172,0.00166
YPL098C,0.00004,0.00003,0.00007,0.00004,0.00004,0.00004
YPL099C,0.00021,0.00019,0.00029,0.00036,0.00044,0.00042
YPL100W,0.00207,0.00115,0.00243,0.00177,0.00193,0.00178
YPL101W,0.00003,0.00004,0.00004,0.00007,0.00009,0.00010
YPL102C,0.00221,0.00158,0.00217,0.00186,0.00217,0.00181
YPL103C,0.00025,0.00017,0.00013,0.00004,0.00005,0.00004
YPL104W,0.00018,0.00013,0.00024,0.00023,0.00020,0.00026
YPL105C,0.00023,0.00018,0.00036,0.00045,0.00050,0.00048
YPL106C,0.00008,0.00004,0.00009,0.00006,0.00004,0.00004
YPL107W,0.00001,0.00001,0.00001,0.00002,0.00001,0.00000
YPL108W,0.00019,0.00027,0.00026,0.00030,0.00029,0.00023
YPL109C,0.00030,0.00017,0.00019,0.00013,0.00013,0.00015
YPL110C,0.00023,0.00019,0.00028,0.00026,0.00022,0.00020
YPL111W,0.00016,0.00011,0.00018,0.00010,0.00010,0.00012
YPL112C,0.00006,0.00003,0.00007,0.00011,0.00012,0.00008
YPL113C,0.00036,0.00040,0.00046,0.00100,0.00125,0.00119
YPL114W,0.00555,0.00312,0.00486,0.00308,0.00264,0.00251
YPL115C,0.00002,0.00002,0.00002,0.00004,0.00005,0.00003
YPL116W,0.00014,0.00012,0.00014,0.00012,0.00008,0.00007
YPL117C,0.00003,0.00002,0.00008,0.00003,0.00004,0.00003
YPL118W,0.00002,0.00001,0.00002,0.00005,0.00002,0.00002
YPL119C-A,0.00006,0.00001,0.00005,0.00004,0.00003,0.00004
YPL119C,0.00018,0.00011,0.00025,0.00032,0.00023,0.00034
YPL120W,0.00008,0.00004,0.00008,0.00006,0.00006,0.00005
YPL121C,0.00013,0.00012,0.00012,0.00014,0.00012,0.00015
YPL122C,0.00003,0.00002,0.00005,0.00007,0.00007,0.00008
YPL123C,0.00003,0.00001,0.00003,0.00005,0.00005,0.00003
YPL124W,0.00091,0.00036,0.00098,0.00078,0.00074,0.00073
YPL125W,0.00001,0.00000,0.00001,0.00001,0.00001,0.00001
YPL126W,0.00005,0.00002,0.00003,0.00004,0.00002,0.00003
YPL127C,0.00017,0.00012,0.00018,0.00014,0.00012,0.00015
YPL128C,0.00011,0.00003,0.00009,0.00007,0.00005,0.00005
YPL129W,0.00004,0.00002,0.00004,0.00003,0.00005,0.00003
YPL130W,0.00000,0.00000,0.00001,0.00000,0.00000,0.00000
YPL131W,0.00044,0.00027,0.00032,0.00039,0.00043,0.00043
YPL132W,0.00009,0.00006,0.00007,0.00009,0.00011,0.00007
YPL133C,0.00003,0.00005,0.00012,0.00009,0.00010,0.00006
YPL134C,0.00012,0.00006,0.00020,0.00015,0.00019,0.00018
YPL135C-A,0.05030,0.05327,0.04935,0.03981,0.03881,0.04043
YPL135W,0.00004,0.00002,0.00004,0.00003,0.00003,0.00002
YPL136W,0.00260,0.00182,0.00281,0.00238,0.00258,0.00284
YPL137C,0.00011,0.00007,0.00009,0.00015,0.00013,0.00013
YPL138C,0.00003,0.00002,0.00004,0.00001,0.00002,0.00001
YPL139C,0.00006,0.00004,0.00005,0.00007,0.00006,0.00007
YPL140C,0.00028,0.00020,0.00009,0.00006,0.00009,0.00012
YPL141C,0.00076,0.00073,0.00091,0.00130,0.00136,0.00113
YPL142C,0.10987,0.10214,0.16347,0.20182,0.21858,0.23508
YPL143W,0.00002,0.00002,0.00002,0.00004,0.00006,0.00003
YPL144W,0.00005,0.00002,0.00005,0.00006,0.00005,0.00006
YPL145C,0.00003,0.00001,0.00002,0.00003,0.00002,0.00002
YPL146C,0.00001,0.00001,0.00001,0.00000,0.00000,0.00001
YPL147W,0.00001,0.00000,0.00001,0.00002,0.00004,0.00004
YPL148C,0.00024,0.00019,0.00026,0.00017,0.00023,0.00022
YPL149W,0.00146,0.00116,0.00204,0.00204,0.00193,0.00170
YPL150W,0.00007,0.00007,0.00006,0.00014,0.00011,0.00014
YPL151C,0.00099,0.00061,0.00102,0.00092,0.00103,0.00111
YPL152W-A,0.00003,0.00001,0.00001,0.00001,0.00000,0.00001
YPL152W,0.00028,0.00010,0.00072,0.00042,0.00055,0.00045
YPL153C,0.00000,0.00000,0.00001,0.00000,0.00001,0.00000
YPL154C,0.00006,0.00003,0.00004,0.00004,0.00003,0.00003
YPL155C,0.00002,0.00002,0.00004,0.00006,0.00002,0.00003
YPL156C,0.00192,0.00113,0.00268,0.00259,0.00304,0.00294
YPL157W,0.00182,0.00129,0.00224,0.00159,0.00115,0.00106
YPL158C,0.00045,0.00058,0.00058,0.00060,0.00061,0.00047
YPL159C,0.00003,0.00002,0.00004,0.00002,0.00003,0.00004
YPL160W,0.00003,0.00003,0.00005,0.00003,0.00002,0.00005
YPL161C,0.00043,0.00048,0.00068,0.00126,0.00119,0.00102
YPL162C,0.00150,0.00133,0.00140,0.00148,0.00149,0.00151
YPL163C,0.00003,0.00001,0.00003,0.00006,0.00005,0.00005
YPL164C,0.00007,0.00006,0.00007,0.00012,0.00016,0.00015
YPL165C,0.01030,0.00528,0.00746,0.00550,0.00500,0.00536
YPL166W,0.00001,0.00001,0.00000,0.00003,0.00003,0.00004
YPL167C,0.00008,0.00006,0.00010,0.00011,0.00008,0.00010
YPL168W,0.00025,0.00010,0.00035,0.00026,0.00027,0.00025
YPL169C,0.00004,0.00003,0.00005,0.00002,0.00004,0.00003
YPL170W,0.00002,0.00002,0.00004,0.00004,0.00003,0.00004
YPL171C,0.00011,0.00009,0.00006,0.00007,0.00010,0.00005
YPL172C,0.00006,0.00004,0.00005,0.00005,0.00006,0.00006
YPL173W,0.00002,0.00002,0.00003,0.00005,0.00004,0.00003
YPL174C,0.00081,0.00042,0.00136,0.00124,0.00140,0.00142
YPL175W,0.00043,0.00016,0.00052,0.00041,0.00038,0.00042
YPL176C,0.00027,0.00022,0.00030,0.00029,0.00030,0.00018
YPL177C,0.00005,0.00001,0.00003,0.00002,0.00002,0.00002
YPL178W,0.00001,0.00000,0.00001,0.00001,0.00002,0.00001
YPL179W,0.00004,0.00002,0.00003,0.00005,0.00003,0.00004
YPL180W,0.00010,0.00016,0.00007,0.00013,0.00013,0.00015
YPL181W,0.00006,0.00003,0.00007,0.00005,0.00003,0.00003
YPL182C,0.01133,0.00278,0.00996,0.00598,0.00542,0.00577
YPL183C,0.00251,0.00155,0.00582,0.00731,0.00861,0.00759
YPL183W-A,0.00003,0.00002,0.00002,0.00003,0.00004,0.00005
YPL184C,0.00009,0.00006,0.00012,0.00012,0.00014,0.00007
YPL185W,0.01060,0.00299,0.00275,0.00225,0.00180,0.00140
YPL186C,0.00017,0.00015,0.00021,0.00019,0.00025,0.00020
YPL188W,0.00018,0.00014,0.00001,0.00002,0.00002,0.00003
YPL189C-A,0.00026,0.00015,0.00030,0.00032,0.00036,0.00030
YPL189W,0.00064,0.00038,0.00055,0.00026,0.00022,0.00026
YPL190C,0.00018,0.00015,0.00014,0.00015,0.00010,0.00013
YPL191C,0.00003,0.00005,0.00006,0.00012,0.00011,0.00009
YPL192C,0.00438,0.00189,0.00439,0.00224,0.00230,0.00214
YPL193W,0.00001,0.00000,0.00001,0.00002,0.00003,0.00004
YPL194W,0.00002,0.00002,0.00002,0.00002,0.00004,0.00001
YPL195W,0.00003,0.00002,0.00001,0.00002,0.00003,0.00004
YPL196W,0.00035,0.00032,0.00039,0.00047,0.00049,0.00045
YPL197C,0.01688,0.01091,0.02136,0.01832,0.01939,0.02049
YPL198W,0.00002,0.00002,0.00006,0.00004,0.00004,0.00004
YPL199C,0.00314,0.00307,0.00319,0.00166,0.00107,0.00099
YPL200W,0.00015,0.00009,0.00019,0.00020,0.00024,0.00027
YPL201C,0.00005,0.00005,0.00012,0.00015,0.00013,0.00019
YPL202C,0.00030,0.00020,0.00019,0.00020,0.00018,0.00021
YPL203W,0.00002,0.00001,0.00001,0.00001,0.00001,0.00001
YPL204W,0.00004,0.00001,0.00003,0.00003,0.00003,0.00004
YPL205C,0.00715,0.00279,0.00616,0.00399,0.00394,0.00413
YPL206C,0.00010,0.00007,0.00013,0.00017,0.00018,0.00025
YPL207W,0.00005,0.00002,0.00004,0.00003,0.00004,0.00004
YPL208W,0.00005,0.00005,0.00004,0.00012,0.00010,0.00013
YPL209C,0.00000,0.00000,0.00001,0.00001,0.00000,0.00000
YPL210C,0.00005,0.00002,0.00014,0.00014,0.00015,0.00012
YPL211W,0.00003,0.00001,0.00006,0.00004,0.00004,0.00003
YPL212C,0.00001,0.00001,0.00002,0.00002,0.00002,0.00003
YPL213W,0.00001,0.00000,0.00000,0.00001,0.00001,0.00002
YPL214C,0.00270,0.00135,0.00499,0.00571,0.00605,0.00599
YPL215W,0.00011,0.00005,0.00007,0.00007,0.00009,0.00009
YPL216W,0.00678,0.00888,0.00812,0.00870,0.00860,0.00751
YPL217C,0.00010,0.00006,0.00011,0.00015,0.00017,0.00017
YPL218W,0.00003,0.00001,0.00004,0.00003,0.00004,0.00006
YPL219W,0.00002,0.00001,0.00002,0.00004,0.00004,0.00005
YPL221W,0.00005,0.00003,0.00007,0.00008,0.00012,0.00009
YPL222C-A,0.00562,0.00337,0.00364,0.00249,0.00226,0.00215
YPL222W,0.00011,0.00009,0.00014,0.00013,0.00012,0.00011
YPL223C,0.00057,0.00037,0.00058,0.00038,0.00043,0.00040
YPL224C,0.00003,0.00000,0.00004,0.00002,0.00003,0.00003
YPL225W,0.00019,0.00012,0.00043,0.00034,0.00036,0.00032
YPL226W,0.00003,0.00001,0.00003,0.00003,0.00003,0.00001
YPL227C,0.00067,0.00019,0.00095,0.00061,0.00065,0.00060
YPL228W,0.00002,0.00001,0.00002,0.00002,0.00001,0.00001
YPL229W,0.00002,0.00002,0.00002,0.00002,0.00001,0.00003
YPL230W,0.00025,0.00014,0.00018,0.00031,0.00031,0.00026
YPL231W,0.00014,0.00006,0.00016,0.00015,0.00014,0.00011
YPL232W,0.00005,0.00002,0.00006,0.00002,0.00002,0.00002
YPL233W,0.00001,0.00001,0.00001,0.00001,0.00002,0.00000
YPL234C,0.00031,0.00015,0.00025,0.00023,0.00028,0.00021
YPL235W,0.00003,0.00002,0.00007,0.00006,0.00009,0.00004
YPL236C,0.00003,0.00000,0.00003,0.00002,0.00002,0.00002
YPL237W,0.00087,0.00079,0.00073,0.00079,0.00072,0.00068
YPL238C,0.04817,0.02349,0.05420,0.04605,0.04313,0.04669
YPL239W,0.00008,0.00011,0.00010,0.00010,0.00010,0.00008
YPL240C,0.00014,0.00003,0.00011,0.00009,0.00008,0.00004
YPL241C,0.00131,0.00121,0.00146,0.00144,0.00140,0.00155
YPL242C,0.00016,0.00021,0.00018,0.00021,0.00023,0.00019
YPL243W,0.00004,0.00001,0.00005,0.00004,0.00004,0.00003
YPL244C,0.00026,0.00015,0.00037,0.00024,0.00026,0.00026
YPL245W,0.00189,0.00149,0.00328,0.00320,0.00362,0.00316
YPL246C,0.00028,0.00012,0.00024,0.00028,0.00029,0.00030
YPL247C,0.00005,0.00004,0.00004,0.00003,0.00006,0.00005
YPL248C,0.00536,0.00387,0.00511,0.00411,0.00415,0.00445
YPL249C-A,0.00013,0.00009,0.00012,0.00011,0.00012,0.00009
YPL249C,0.00219,0.00320,0.00266,0.00299,0.00279,0.00318
YPL250C,0.00015,0.00005,0.00013,0.00011,0.00008,0.00007
YPL250W-A,0.18251,0.09487,0.22216,0.18849,0.21511,0.21271
YPL251W,0.01550,0.01189,0.01701,0.02152,0.02586,0.02804
YPL252C,0.00004,0.00001,0.00001,0.00002,0.00002,0.00003
YPL253C,0.00226,0.00179,0.00257,0.00246,0.00244,0.00270
YPL254W,0.00004,0.00001,0.00007,0.00006,0.00008,0.00008
YPL255W,0.00002,0.00001,0.00001,0.00003,0.00001,0.00002
YPL256C,0.00061,0.00060,0.00055,0.00061,0.00059,0.00068
YPL257W,0.00009,0.00007,0.00018,0.00024,0.00020,0.00028
YPL258C,0.00015,0.00011,0.00012,0.00023,0.00024,0.00018
YPL259C,0.00001,0.00000,0.00001,0.00001,0.00000,0.00001
YPL260W,0.00004,0.00004,0.00006,0.00005,0.00003,0.00006
YPL261C,0.00341,0.00164,0.00360,0.00277,0.00257,0.00228
YPL262W,0.00007,0.00006,0.00009,0.00012,0.00012,0.00008
YPL263C,0.00007,0.00004,0.00003,0.00004,0.00005,0.00003
YPL264C,0.00097,0.00058,0.00068,0.00056,0.00054,0.00042
YPL265W,0.00509,0.00278,0.00522,0.00473,0.00493,0.00501
YPL266W,0.00004,0.00001,0.00003,0.00005,0.00006,0.00004
YPL267W,0.00003,0.00003,0.00005,0.00007,0.00005,0.00003
YPL268W,0.00033,0.00043,0.00042,0.00053,0.00043,0.00046
YPL269W,0.00003,0.00004,0.00003,0.00005,0.00005,0.00008
YPL270W,0.00005,0.00002,0.00008,0.00004,0.00004,0.00004
YPL271W,0.00013,0.00011,0.00021,0.00016,0.00020,0.00016
YPL272C,0.00023,0.00018,0.00025,0.00040,0.00034,0.00039
YPL273W,0.00004,0.00001,0.00003,0.00002,0.00001,0.00001
YPL274W,0.00008,0.00004,0.00007,0.00005,0.00008,0.00008
YPL277C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YPL278C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YPL279C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YPL282C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YPL283W-B,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YPR001W,0.00102,0.00126,0.00163,0.00210,0.00234,0.00221
YPR002W,0.00004,0.00002,0.00005,0.00003,0.00004,0.00002
YPR003C,0.00021,0.00020,0.00044,0.00036,0.00032,0.00028
YPR004C,0.00014,0.00011,0.00004,0.00005,0.00004,0.00007
YPR005C,0.00159,0.00119,0.00192,0.00128,0.00150,0.00146
YPR006C,0.00022,0.00032,0.00029,0.00059,0.00071,0.00092
YPR007C,0.00020,0.00026,0.00032,0.00021,0.00019,0.00012
YPR008W,0.00046,0.00061,0.00035,0.00033,0.00033,0.00029
YPR009W,0.00078,0.00074,0.00134,0.00192,0.00179,0.00149
YPR010C-A,0.00003,0.00002,0.00004,0.00003,0.00005,0.00003
YPR011C,0.00213,0.00210,0.00209,0.00300,0.00348,0.00358
YPR012W,0.00102,0.00058,0.00109,0.00123,0.00137,0.00149
YPR013C,0.00004,0.00006,0.00007,0.00005,0.00003,0.00002
YPR014C,0.00161,0.00075,0.00142,0.00089,0.00069,0.00069
YPR015C,0.00068,0.00036,0.00059,0.00036,0.00035,0.00032
YPR016C,0.00001,0.00000,0.00001,0.00002,0.00002,0.00001
YPR016W-A,0.00835,0.00974,0.01048,0.01210,0.01393,0.01283
YPR017C,0.00014,0.00016,0.00020,0.00015,0.00019,0.00013
YPR018W,0.00005,0.00003,0.00014,0.00015,0.00018,0.00016
YPR019W,0.00001,0.00001,0.00003,0.00002,0.00002,0.00001
YPR020W,0.00002,0.00001,0.00002,0.00003,0.00003,0.00001
YPR021C,0.00004,0.00004,0.00004,0.00005,0.00003,0.00003
YPR022C,0.00029,0.00016,0.00041,0.00087,0.00078,0.00075
YPR023C,0.00009,0.00007,0.00015,0.00017,0.00017,0.00018
YPR024W,0.00005,0.00002,0.00006,0.00005,0.00003,0.00006
YPR026W,0.00003,0.00003,0.00009,0.00026,0.00037,0.00046
YPR027C,0.01233,0.01322,0.01818,0.01885,0.01774,0.01760
YPR028W,0.00001,0.00001,0.00001,0.00001,0.00001,0.00002
YPR029C,0.00011,0.00008,0.00010,0.00013,0.00014,0.00013
YPR030W,0.00007,0.00007,0.00008,0.00007,0.00010,0.00011
YPR031W,0.00004,0.00005,0.00003,0.00002,0.00003,0.00004
YPR032W,0.00001,0.00002,0.00004,0.00002,0.00005,0.00002
YPR033C,0.00003,0.00000,0.00003,0.00002,0.00002,0.00003
YPR034W,0.00007,0.00005,0.00010,0.00006,0.00006,0.00007
YPR035W,0.00013,0.00003,0.00015,0.00010,0.00008,0.00009
YPR036W-A,0.00011,0.00008,0.00013,0.00015,0.00012,0.00010
YPR036W,0.00224,0.00286,0.00288,0.00326,0.00298,0.00255
YPR037C,0.00021,0.00014,0.00018,0.00026,0.00026,0.00020
YPR038W,0.00375,0.00188,0.00339,0.00242,0.00266,0.00247
YPR039W,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YPR040W,0.00003,0.00003,0.00003,0.00007,0.00008,0.00006
YPR041W,0.00003,0.00001,0.00002,0.00004,0.00003,0.00003
YPR042C,0.00002,0.00002,0.00002,0.00002,0.00004,0.00001
YPR043W,0.00004,0.00004,0.00007,0.00009,0.00009,0.00010
YPR044C,0.18667,0.15541,0.28332,0.30820,0.34340,0.34624
YPR045C,0.00005,0.00003,0.00005,0.00009,0.00011,0.00009
YPR046W,0.00004,0.00003,0.00004,0.00005,0.00006,0.00006
YPR047W,0.00020,0.00031,0.00033,0.00032,0.00042,0.00033
YPR048W,0.00015,0.00006,0.00023,0.00017,0.00016,0.00015
YPR049C,0.00006,0.00003,0.00008,0.00009,0.00009,0.00010
YPR050C,0.01285,0.00399,0.01210,0.00805,0.00770,0.00876
YPR051W,0.00017,0.00014,0.00021,0.00018,0.00028,0.00029
YPR052C,0.00000,0.00000,0.00000,0.00000,0.00001,0.00000
YPR053C,0.00004,0.00002,0.00004,0.00002,0.00006,0.00004
YPR054W,0.00774,0.00853,0.00878,0.01097,0.01106,0.01154
YPR055W,0.00011,0.00011,0.00019,0.00028,0.00033,0.00026
YPR056W,0.00034,0.00032,0.00033,0.00073,0.00083,0.00086
YPR057W,0.00009,0.00008,0.00009,0.00010,0.00014,0.00013
YPR058W,0.00020,0.00012,0.00033,0.00026,0.00033,0.00035
YPR059C,0.01074,0.00813,0.01094,0.01064,0.01205,0.01179
YPR060C,0.00006,0.00006,0.00009,0.00009,0.00013,0.00012
YPR061C,0.00003,0.00003,0.00005,0.00006,0.00007,0.00008
YPR062W,0.00214,0.00164,0.00513,0.00592,0.00759,0.00605
YPR063C,0.00003,0.00003,0.00003,0.00004,0.00005,0.00005
YPR064W,0.00019,0.00014,0.00017,0.00014,0.00016,0.00021
YPR065W,0.00020,0.00012,0.00011,0.00015,0.00015,0.00017
YPR066W,0.00071,0.00062,0.00072,0.00077,0.00071,0.00070
YPR067W,0.00005,0.00001,0.00012,0.00012,0.00013,0.00012
YPR068C,0.00044,0.00031,0.00075,0.00079,0.00084,0.00065
YPR069C,0.00001,0.00001,0.00003,0.00003,0.00001,0.00002
YPR070W,0.00001,0.00002,0.00002,0.00002,0.00004,0.00001
YPR071W,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001
YPR072W,0.00265,0.00092,0.00432,0.00293,0.00295,0.00320
YPR073C,0.00007,0.00003,0.00008,0.00006,0.00007,0.00010
YPR074C,0.00010,0.00009,0.00007,0.00008,0.00009,0.00009
YPR074W-A,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001
YPR075C,0.00011,0.00014,0.00014,0.00041,0.00032,0.00037
YPR076W,0.01443,0.00961,0.01108,0.00712,0.00776,0.00717
YPR077C,0.00000,0.00000,0.00000,0.00001,0.00000,0.00000
YPR078C,0.00228,0.00262,0.00205,0.00131,0.00118,0.00111
YPR079W,0.00003,0.00002,0.00002,0.00003,0.00003,0.00003
YPR081C,0.00014,0.00011,0.00012,0.00011,0.00014,0.00016
YPR082C,0.00011,0.00009,0.00010,0.00011,0.00008,0.00006
YPR083W,0.00001,0.00002,0.00001,0.00004,0.00004,0.00003
YPR084W,0.00006,0.00005,0.00008,0.00008,0.00009,0.00007
YPR085C,0.00087,0.00063,0.00106,0.00109,0.00113,0.00129
YPR086W,0.00002,0.00001,0.00003,0.00003,0.00001,0.00002
YPR087W,0.00964,0.00445,0.01153,0.00849,0.00947,0.00944
YPR088C,0.00048,0.00014,0.00079,0.00065,0.00066,0.00076
YPR089W,0.00051,0.00031,0.00057,0.00044,0.00047,0.00046
YPR091C,0.00010,0.00004,0.00018,0.00013,0.00018,0.00014
YPR092W,0.00228,0.00214,0.00248,0.00246,0.00252,0.00211
YPR093C,0.00006,0.00007,0.00007,0.00011,0.00015,0.00013
YPR094W,0.00025,0.00012,0.00050,0.00040,0.00051,0.00048
YPR095C,0.00004,0.00004,0.00014,0.00010,0.00008,0.00009
YPR096C,0.00001,0.00001,0.00001,0.00002,0.00001,0.00002
YPR097W,0.00006,0.00003,0.00006,0.00007,0.00006,0.00006
YPR098C,0.00022,0.00014,0.00024,0.00020,0.00018,0.00021
YPR099C,0.02103,0.00609,0.02514,0.02136,0.01921,0.02194
YPR100W,0.00021,0.00024,0.00023,0.00031,0.00026,0.00029
YPR101W,0.00006,0.00007,0.00011,0.00012,0.00016,0.00017
YPR103W,0.00003,0.00000,0.00006,0.00002,0.00003,0.00004
YPR105C,0.00008,0.00008,0.00004,0.00009,0.00011,0.00008
YPR106W,0.00044,0.00022,0.00062,0.00056,0.00053,0.00052
YPR107C,0.00029,0.00023,0.00046,0.00055,0.00057,0.00053
YPR108W-A,0.00002,0.00002,0.00003,0.00002,0.00001,0.00000
YPR108W,0.00011,0.00007,0.00004,0.00006,0.00007,0.00004
YPR109W,0.00010,0.00003,0.00012,0.00009,0.00012,0.00016
YPR110C,0.00001,0.00000,0.00001,0.00002,0.00002,0.00002
YPR111W,0.00000,0.00000,0.00001,0.00001,0.00001,0.00001
YPR112C,0.00022,0.00008,0.00027,0.00019,0.00018,0.00023
YPR113W,0.00002,0.00001,0.00000,0.00001,0.00002,0.00001
YPR114W,0.00042,0.00024,0.00053,0.00048,0.00040,0.00045
YPR115W,0.00012,0.00009,0.00008,0.00006,0.00009,0.00008
YPR116W,0.00004,0.00004,0.00003,0.00003,0.00002,0.00004
YPR117W,0.00005,0.00004,0.00007,0.00003,0.00005,0.00006
YPR118W,0.00009,0.00004,0.00005,0.00006,0.00005,0.00006
YPR119W,0.00001,0.00000,0.00001,0.00000,0.00001,0.00001
YPR120C,0.00002,0.00001,0.00000,0.00001,0.00001,0.00001
YPR121W,0.00005,0.00002,0.00011,0.00010,0.00008,0.00009
YPR122W,0.00061,0.00035,0.00033,0.00044,0.00020,0.00015
YPR123C,0.02214,0.01055,0.01567,0.01341,0.00914,0.00583
YPR124W,0.00197,0.00241,0.00367,0.00586,0.00646,0.00713
YPR125W,0.00003,0.00001,0.00005,0.00002,0.00002,0.00001
YPR126C,0.01587,0.00643,0.01825,0.01240,0.01328,0.01320
YPR127W,0.00124,0.00095,0.00184,0.00175,0.00197,0.00197
YPR128C,0.00019,0.00013,0.00021,0.00017,0.00017,0.00011
YPR129W,0.00052,0.00023,0.00094,0.00089,0.00097,0.00100
YPR130C,0.01662,0.00651,0.01505,0.01039,0.01099,0.01066
YPR131C,0.00000,0.00000,0.00000,0.00000,0.00000,0.00001
YPR132W,0.00002,0.00001,0.00003,0.00003,0.00004,0.00006
YPR133C,0.00007,0.00002,0.00006,0.00006,0.00005,0.00007
YPR133W-A,0.00003,0.00001,0.00005,0.00003,0.00007,0.00005
YPR134W,0.00133,0.00132,0.00162,0.00175,0.00164,0.00153
YPR135W,0.00057,0.00072,0.00053,0.00094,0.00102,0.00085
YPR136C,0.00774,0.00289,0.00911,0.00589,0.00601,0.00668
YPR137W,0.00002,0.00001,0.00003,0.00003,0.00001,0.00001
YPR138C,0.03133,0.02096,0.01570,0.00511,0.00282,0.00231
YPR139C,0.00010,0.00006,0.00014,0.00012,0.00014,0.00013
YPR140W,0.00006,0.00001,0.00006,0.00004,0.00006,0.00005
YPR141C,0.00015,0.00012,0.00020,0.00018,0.00020,0.00023
YPR142C,0.01267,0.00184,0.01047,0.00469,0.00370,0.00507
YPR143W,0.00003,0.00000,0.00002,0.00001,0.00000,0.00001
YPR144C,0.00022,0.00013,0.00012,0.00023,0.00023,0.00021
YPR145C-A,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YPR145W,0.00012,0.00003,0.00006,0.00006,0.00006,0.00006
YPR146C,0.00007,0.00008,0.00006,0.00007,0.00003,0.00006
YPR147C,0.00001,0.00000,0.00000,0.00001,0.00000,0.00000
YPR148C,0.00007,0.00002,0.00003,0.00003,0.00003,0.00002
YPR149W,0.00098,0.00054,0.00148,0.00121,0.00118,0.00126
YPR150W,0.02721,0.00605,0.02097,0.01211,0.00998,0.01047
YPR151C,0.00068,0.00073,0.00182,0.00171,0.00167,0.00134
YPR152C,0.00014,0.00015,0.00017,0.00020,0.00016,0.00014
YPR153W,0.00013,0.00004,0.00002,0.00003,0.00003,0.00001
YPR154W,0.00004,0.00003,0.00002,0.00003,0.00003,0.00003
YPR155C,0.00003,0.00004,0.00003,0.00003,0.00005,0.00003
YPR157W,0.00002,0.00002,0.00001,0.00001,0.00000,0.00002
YPR158W,0.00000,0.00000,0.00001,0.00002,0.00001,0.00002
YPR159C-A,0.00001,0.00000,0.00000,0.00000,0.00001,0.00001
YPR159W,0.00003,0.00001,0.00003,0.00002,0.00002,0.00003
YPR160C-A,0.00627,0.00441,0.00282,0.00463,0.00460,0.00398
YPR160W-A,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
YPR160W,0.00064,0.00062,0.00101,0.00076,0.00068,0.00072
YPR161C,0.00071,0.00092,0.00092,0.00088,0.00073,0.00072
YPR162C,0.00039,0.00042,0.00040,0.00060,0.00074,0.00056
YPR164W,0.00004,0.00004,0.00003,0.00005,0.00004,0.00005
YPR165W,0.00004,0.00002,0.00004,0.00003,0.00003,0.00002
